문서 번호,(구)파일명,확장자,이동 상태,최종 업로드일,담당자(부서),권한 정보,용량(MB),용량(MB),용량(KB),용량,Folder Path,,,,,,,,,,,,,,,,,,,,,
DOC00831,아쿠아 밤 스마트 클렌징 오일 밤 정면.jpg,.jpg,,2021. 6. 9,,,0.23,0.23,233.13,238723,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00832,아쿠아 밤 슬리핑 마스크 75.jpg,.jpg,,2022. 2. 11,,,0.25,0.25,251.85,257892,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00833,아쿠아 밤 젤리 클렌저 160ml (국내용) (1).jpg,.jpg,,2022. 2. 11,,,2.71,2.71,2770.22,2836710,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\아쿠아 밤\,,,,,,,,,,,,,,,,,,,,,
DOC00834,유쓰 크리에이터-에이지 넉다운 V크림 50ml.jpg,.jpg,,2021. 6. 9,,,5.90,5.90,6037.05,6181940,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\에이지넉다운\,,,,,,,,,,,,,,,,,,,,,
DOC00835,유쓰 크리에이터-에이지 넉다운 V크림 50ml_상단뷰.jpg,.jpg,,2021. 6. 9,,,7.57,7.57,7752.77,7938835,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\에이지넉다운\,,,,,,,,,,,,,,,,,,,,,
DOC00836,유쓰 크리에이터-에이지 넉다운 밤 50ml.jpg,.jpg,,2021. 6. 9,,,0.31,0.31,315.78,323355,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\에이지넉다운\,,,,,,,,,,,,,,,,,,,,,
DOC00837,유쓰 크리에이터-에이지 넉다운 밤 50ml_반측면.jpg,.jpg,,2021. 6. 9,,,0.25,0.25,253.41,259495,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\에이지넉다운\,,,,,,,,,,,,,,,,,,,,,
DOC00838,유쓰 크리에이터-에이지 넉다운 워터 에센스 120.jpg,.jpg,,2022. 2. 11,,,0.12,0.12,122.12,125047,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\에이지넉다운\,,,,,,,,,,,,,,,,,,,,,
DOC00839,마일드 앤 이펙티브 페이셜 스크럽100_중국용.jpg,.jpg,,2022. 2. 11,,,0.61,0.61,629.29,644389,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\클렌징\,,,,,,,,,,,,,,,,,,,,,
DOC00840,크리미 클렌징 폼 모이스트 160ml.jpg,.jpg,,2022. 2. 11,,,1.55,1.55,1589.84,1628000,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\클렌징\,,,,,,,,,,,,,,,,,,,,,
DOC00841,클렌징 오일 후레쉬 150ml_중국용.jpg,.jpg,,2022. 2. 11,,,1.32,1.32,1356.67,1389231,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\클렌징\,,,,,,,,,,,,,,,,,,,,,
DOC00842,클렌징 허브 워터 300ml.jpg,.jpg,,2022. 2. 11,,,4.17,4.17,4267.66,4370088,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\클렌징\,,,,,,,,,,,,,,,,,,,,,
DOC00843,0407_[빌리프] 브레이브 보 마일드 젤리 샴푸 250ml_Q 출고데이터.jpg,.jpg,,2023. 4. 7,,,0.80,0.80,821.37,841085,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\키즈(브레이브 보)\,,,,,,,,,,,,,,,,,,,,,
DOC00844,0407_[빌리프] 브레이브 보 올인원 페이셜 로션 125ml_Q 출고데이터.jpg,.jpg,,2023. 4. 7,,,0.64,0.64,658.09,673884,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\키즈(브레이브 보)\,,,,,,,,,,,,,,,,,,,,,
DOC00845,0407_[빌리프] 브레이브 보 페이셜 버블 워시 150ml_Q 출고데이터.jpg,.jpg,,2023. 4. 7,,,0.77,0.77,786.11,804973,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\키즈(브레이브 보)\,,,,,,,,,,,,,,,,,,,,,
DOC00846,0611_프라임 인퓨전 리페어 에센셜 마스크 6매 세트컷_수정.jpg,.jpg,,2021. 6. 9,,,1.06,1.06,1083.74,1109747,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\프라임 인퓨전\,,,,,,,,,,,,,,,,,,,,,
DOC00847,0611_프라임 인퓨전 리페어 에센셜 마스크 6매_수정.jpg,.jpg,,2021. 6. 9,,,0.93,0.93,954.87,977791,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\프라임 인퓨전\,,,,,,,,,,,,,,,,,,,,,
DOC00848,프라임 인퓨전 리페어 아이크림 25.jpg,.jpg,,2021. 6. 9,,,0.53,0.53,538.33,551250,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\프라임 인퓨전\,,,,,,,,,,,,,,,,,,,,,
DOC00849,프라임 인퓨전 리페어 에멀전 130.jpg,.jpg,,2021. 6. 9,,,5.35,5.35,5475.00,5606396,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\프라임 인퓨전\,,,,,,,,,,,,,,,,,,,,,
DOC00850,프라임 인퓨전 리페어 에센스 50.jpg,.jpg,,2021. 6. 9,,,2.80,2.80,2862.52,2931218,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\프라임 인퓨전\,,,,,,,,,,,,,,,,,,,,,
DOC00851,프라임 인퓨전 리페어 크림 50.jpg,.jpg,,2021. 6. 9,,,2.38,2.38,2432.54,2490916,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\프라임 인퓨전\,,,,,,,,,,,,,,,,,,,,,
DOC00852,프라임 인퓨전 리페어 클렌징 폼 180ml_0626_수정2차.jpg,.jpg,,2021. 6. 9,,,1.32,1.32,1350.74,1383158,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\프라임 인퓨전\,,,,,,,,,,,,,,,,,,,,,
DOC00853,프라임 인퓨전 리페어 토너 150.jpg,.jpg,,2021. 6. 9,,,0.96,0.96,979.88,1003400,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\프라임 인퓨전\,,,,,,,,,,,,,,,,,,,,,
DOC00854,피트미라클 리바이탈 세럼 컨센트레이트30(국내중국겸용)_라벨수정.jpg,.jpg,,2021. 6. 9,,,0.93,0.93,956.18,979129,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\피트미라클\,,,,,,,,,,,,,,,,,,,,,
DOC00855,피트미라클 리바이탈 아이 크림25ml(국내중국겸용).jpg,.jpg,,2021. 6. 9,,,0.42,0.42,425.46,435672,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\피트미라클\,,,,,,,,,,,,,,,,,,,,,
DOC00856,허브 부케 컨센스레이트 50ml.jpg,.jpg,,2021. 6. 9,,,1.49,1.49,1526.49,1563124,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\허브 부케\,,,,,,,,,,,,,,,,,,,,,
DOC00857,허브 부케 컨센스레이트 80ml.jpg,.jpg,,2021. 6. 9,,,1.88,1.88,1923.78,1969946,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\허브 부케\,,,,,,,,,,,,,,,,,,,,,
DOC00858,허브부케 컨센트레이트 제형_Q.jpg,.jpg,,2021. 6. 9,,,0.62,0.62,638.13,653443,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\정품\홈페이지 개편용_정품 누끼컷 라인별 모음\허브 부케\,,,,,,,,,,,,,,,,,,,,,
DOC00859,맨올로지 101 스마트 리차저_제형 2.png,.png,,2022. 8. 27,,,1.55,1.55,1582.94,1620930,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\맨올로지\,,,,,,,,,,,,,,,,,,,,,
DOC00860,맨올로지 101 스마트 리차저_제형 2_ot.psd,.psd,,2022. 8. 27,,,13.77,13.77,14100.58,14438999,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\맨올로지\,,,,,,,,,,,,,,,,,,,,,
DOC00861,맨올로지 101 스마트 리차저_제형.png,.png,,2022. 6. 2,,,3.76,3.76,3848.80,3941170,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\맨올로지\,,,,,,,,,,,,,,,,,,,,,
DOC00862,맨올로지 101 스마트 리차저_제형_ot.psd,.psd,,2022. 6. 2,,,24.28,24.28,24862.94,25459653,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\맨올로지\,,,,,,,,,,,,,,,,,,,,,
DOC00863,맨올로지 101 스마트 모이스쳐익스트림_제형.png,.png,,2022. 8. 27,,,0.81,0.81,826.16,845988,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\맨올로지\,,,,,,,,,,,,,,,,,,,,,
DOC00864,맨올로지 101 스마트 모이스쳐익스트림_제형_ot.psd,.psd,,2022. 8. 27,,,8.00,8.00,8188.59,8385112,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\맨올로지\,,,,,,,,,,,,,,,,,,,,,
DOC00865,0112_[빌리프] 슈퍼 나이츠-리제너레이팅 나이트 마스크_제형_Q 데이터출고.jpg,.jpg,,2023. 1. 12,,,3.93,3.93,4022.76,4119305,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\슈퍼나이츠\,,,,,,,,,,,,,,,,,,,,,
DOC00866,0112_[빌리프] 슈퍼 나이츠-리제너레이팅 나이트 마스크_제형_Q 데이터출고.psd,.psd,,2023. 1. 12,,,33.50,33.50,34302.03,35125274,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\슈퍼나이츠\,,,,,,,,,,,,,,,,,,,,,
DOC00867,0112_[빌리프] 슈퍼 나이츠-퓨리파잉 클레이 마스크_제형_Q 데이터출고.jpg,.jpg,,2023. 1. 12,,,2.53,2.53,2586.67,2648751,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\슈퍼나이츠\,,,,,,,,,,,,,,,,,,,,,
DOC00868,0112_[빌리프] 슈퍼 나이츠-퓨리파잉 클레이 마스크_제형_Q 데이터출고.psd,.psd,,2023. 1. 12,,,28.47,28.47,29148.78,29848353,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\슈퍼나이츠\,,,,,,,,,,,,,,,,,,,,,
DOC00869,스페셜_슈퍼 나이츠-리제너레이팅 나이트 마스크_제형 펼침.jpg,.jpg,,2023. 1. 20,,,0.54,0.54,549.52,562705,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\슈퍼나이츠\,,,,,,,,,,,,,,,,,,,,,
DOC00870,스페셜_슈퍼 나이츠-리제너레이팅 나이트 마스크_제형 펼침.psd,.psd,,2023. 1. 20,,,58.89,58.89,60301.88,61749128,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\슈퍼나이츠\,,,,,,,,,,,,,,,,,,,,,
DOC00871,스페셜_슈퍼 나이츠-퓨리파잉 클레이 마스크_제형 펼침.jpg,.jpg,,2023. 1. 20,,,1.13,1.13,1161.68,1189563,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\슈퍼나이츠\,,,,,,,,,,,,,,,,,,,,,
DOC00872,스페셜_슈퍼 나이츠-퓨리파잉 클레이 마스크_제형 펼침.psd,.psd,,2023. 1. 20,,,173.40,173.40,177563.35,181824869,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\제형컷\슈퍼나이츠\,,,,,,,,,,,,,,,,,,,,,
DOC00873,0104_[빌리프] 슈퍼 나이츠-리제너레이팅 나이트 마스크 5ml__Q 출고데이터.jpg,.jpg,,2023. 1. 2,,,0.24,0.24,245.39,251282,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00874,0104_[빌리프] 슈퍼 나이츠-퓨리파잉 클레이 마스크 5ml_Q 출고데이터.jpg,.jpg,,2023. 1. 2,,,0.26,0.26,262.05,268343,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00875,0105_[빌리프] 슈퍼 나이츠-멀티 비타민 마스크_5ml_Q 출고데이터.jpg,.jpg,,2022. 1. 5,,,0.79,0.79,807.25,826626,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00876,0105_[빌리프] 슈퍼 나이츠-클리어 수딩 마스크_5ml_Q 출고데이터.jpg,.jpg,,2022. 1. 5,,,0.66,0.66,679.96,696277,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00877,0125_토너_모이스춰라이징 밤 토너 20ml_라벨교체 1차.jpg,.jpg,,2021. 1. 26,,,2.86,2.86,2926.00,2996226,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00878,0128_앰플_슈퍼 드랍스_히알루씨드 11% 5ml_2차.jpg,.jpg,,2022. 1. 28,,,0.13,0.13,131.60,134762,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00879,0128_토너_슈퍼 드랍스-히알루씨드 워터 트리트먼트 20ml_2차.jpg,.jpg,,2022. 1. 28,,,0.26,0.26,264.32,270661,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00880,0208_[빌리프] 슈퍼 드랍스-비타민 C 워터 트리트먼트 5ml_2차.jpg,.jpg,,2023. 2. 8,,,0.15,0.15,150.45,154064,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00881,0208_토너_슈퍼 드랍스-비타민 C 워터 트리트먼트 20ml_2차.jpg,.jpg,,2023. 2. 8,,,0.25,0.25,256.00,262147,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00882,0419_[빌리프] 브레이브 보 마일드 젤리 샴푸 40ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.42,0.42,425.76,435975,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00883,0419_[빌리프] 브레이브 보 페이셜 버블 워시 45ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.41,0.41,421.21,431315,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00884,0419_[빌리프] 해피 보 마일드 클렌징 워터 20ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.39,0.39,395.77,405269,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00885,0419_[빌리프] 해피 보 탑투토 올인원 워시 45ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.45,0.45,464.11,475248,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00886,0419_[빌리프] 해피 보 페이스 앤 바디 에멀전 20ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.79,0.79,811.43,830909,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00887,0602_프라블럼 솔루션 토너 패드 5ml(2매)_Q 출고데이터.jpg,.jpg,,2022. 6. 2,,,1.19,1.19,1222.73,1252077,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00888,0624_크리미 클렌징 폼 모이스트 증정 40ml.jpg,.jpg,,2020. 6. 24,,,0.48,0.48,487.51,499208,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00889,0706_[빌리프] 모이스춰라이징 밤 스틱 1.3g 누끼컷_Q 출고데이터 (1).png,.png,,2022. 7. 6,,,2.98,2.98,3050.90,3124117,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00890,0706_[빌리프] 모이스춰라이징 밤 스틱 1.3g 누끼컷_Q 출고데이터.jpg,.jpg,,2022. 7. 6,,,1.44,1.44,1473.45,1508817,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00891,0724_유쓰 크리에이터-에이지 넉다운 밤 10.jpg,.jpg,,2019. 8. 27,,,0.30,0.30,306.11,313461,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00892,0901_[빌리프] 허브 부케 젤 클렌저 35ml 누끼컷_Q 출고데이터.png,.png,,2022. 9. 1,,,3.95,3.95,4044.12,4141178,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00893,1116_[빌리프] 모이스춰라이징 밤 토너 50ml_누끼컷_2차.jpg,.jpg,,2021. 11. 26,,,1.01,1.01,1030.31,1055041,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00894,_더 트루 크림 - 아쿠아 밤 10ml.jpg,.jpg,,2022. 3. 18,,,0.90,0.90,926.33,948561,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00895,더-트루-크림---모이스춰라이징-밤-25ml.jpg,.jpg,,2019. 7. 8,,,1.32,1.32,1346.95,1379273,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00896,더-트루-크림---아쿠아-밤-25ml.jpg,.jpg,,2022. 7. 12,,,1.31,1.31,1338.06,1370178,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00897,모이스춰라이저_밀키 모이스춰라이저 하이드라 밸런싱 20ml(중국용).jpg,.jpg,,2020. 9. 4,,,1.11,1.11,1136.54,1163820,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00898,베르가못 토너 20.jpg,.jpg,,2019. 7. 8,,,0.35,0.35,356.58,365139,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00899,사본 -210427_허브 부케 컨센트레이트 4ml 누끼컷_3차.jpg,.jpg,,2021. 4. 27,,,0.78,0.78,799.07,818245,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00900,사본 -210506_허브 부케 컨센트레이트 10ml_2차.jpg,.jpg,,2021. 5. 7,,,0.82,0.82,836.83,856911,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00901,선_UV 프로텍터 멀티 선 스크린+ 20ml.jpg,.jpg,,2022. 5. 25,,,3.01,3.01,3086.75,3160837,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00902,선_UV 프로텍터 멀티 선 스크린+ 20ml.png,.png,,2022. 5. 25,,,6.38,6.38,6532.57,6689353,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00903,스트레스_슈터_-_시카_밤_크림_10ml.png,.png,,2023. 5. 30,,,3.47,3.47,3550.10,3635305,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00904,스트레스_슈터_-_시카_수딩_토너_50ml.png,.png,,2023. 5. 30,,,8.39,8.39,8590.27,8796437,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00905,스페셜_슈퍼 나이츠-멀티 비타민 마스크 25ml.jpg,.jpg,,2023. 8. 23,,,2.52,2.52,2584.43,2646461,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00906,스페셜_슈퍼 나이츠-멀티 비타민 마스크 25ml.psd,.psd,,2023. 8. 23,,,15.16,15.16,15521.76,15894282,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
